email,subject,body,email_class
student3030@university.edu,Tutoring for 'Computer Architecture' Course,"Hi Professor, I'm having trouble with the 'Computer Architecture' course and I was wondering if there are any tutoring sessions available. Could you please let me know? Thanks, David Kim",Student Inquiry
student123@university.edu,Has the Lab Session for 'Intro to AI' Been Rescheduled?,"Dear Professor, Has the lab session for 'Introduction to AI' been rescheduled due to the holiday next week? Best regards, John Doe",Student Inquiry
jane.doe@student.university.edu,Lecture Time for 'Data Structures' Course,"Hi Professor, I was wondering if the lecture time for 'Data Structures' has been changed from 2 PM to 3 PM as mentioned in the course catalog. Could you please confirm? Thanks, Jane Doe",Student Inquiry
john.smith@student.university.edu,Lab Session for 'Computer Networks' on Friday,"Dear Professor, I was checking the course schedule and noticed that the lab session for 'Computer Networks' is scheduled on Friday. However, I have another commitment on that day. Is it possible to attend a different lab session? Best regards, John Smith",Student Inquiry
alice.brown@student.university.edu,Rescheduling of 'Algorithms' Lecture,"Hi Professor, I hope this email finds you well. I was wondering if the 'Algorithms' lecture scheduled for tomorrow has been rescheduled due to the university event. Could you please let me know the new time and date? Thanks, Alice Brown",Student Inquiry
bob.johnson@student.university.edu,Clarification on 'Database Systems' Lab Schedule,"Dear Professor, I am a bit confused about the lab schedule for 'Database Systems'. Could you please clarify if the lab sessions are on Tuesdays or Thursdays? I appreciate your help in this matter. Best regards, Bob Johnson",Student Inquiry
charlie.davis@student.university.edu,Lecture Time for 'Machine Learning' Course,"Hi Professor, I was checking the course catalog and noticed that the lecture time for 'Machine Learning' is listed as 10 AM. However, I have another class at the same time. Could you please confirm if the time has been changed? Thanks, Charlie Davis",Student Inquiry
david.lee@student.university.edu,Lab Session for 'Computer Vision' on Monday,"Dear Professor, I was wondering if the lab session for 'Computer Vision' on Monday has been cancelled due to the holiday. Could you please let me know if we need to attend a makeup lab session? Best regards, David Lee",Student Inquiry
emily.taylor@student.university.edu,Rescheduling of 'Natural Language Processing' Lecture,"Hi Professor, I hope this email finds you well. I was wondering if the 'Natural Language Processing' lecture scheduled for next week has been rescheduled due to the guest lecture. Could you please let me know the new time and date? Thanks, Emily Taylor",Student Inquiry
frank.martin@student.university.edu,Clarification on 'Web Development' Lab Schedule,"Dear Professor, I am a bit confused about the lab schedule for 'Web Development'. Could you please clarify if the lab sessions are on Mondays or Wednesdays? I appreciate your help in this matter. Best regards, Frank Martin",Student Inquiry
hannah.white@student.university.edu,Lecture Time for 'Data Mining' Course,"Hi Professor, I was checking the course catalog and noticed that the lecture time for 'Data Mining' is listed as 3 PM. However, I have another class at the same time. Could you please confirm if the time has been changed? Thanks, Hannah White",Student Inquiry
ian.wilson@student.university.edu,Lab Session for 'Artificial Intelligence' on Friday,"Dear Professor, I was wondering if the lab session for 'Artificial Intelligence' on Friday has been cancelled due to the university event. Could you please let me know if we need to attend a makeup lab session? Best regards, Ian Wilson",Student Inquiry
james.anderson@student.university.edu,Rescheduling of 'Database Systems' Lecture,"Hi Professor, I hope this email finds you well. I was wondering if the 'Database Systems' lecture scheduled for tomorrow has been rescheduled due to the holiday. Could you please let me know the new time and date? Thanks, James Anderson",Student Inquiry
karen.brown@student.university.edu,Clarification on 'Computer Networks' Lab Schedule,"Dear Professor, I am a bit confused about the lab schedule for 'Computer Networks'. Could you please clarify if the lab sessions are on Tuesdays or Thursdays? I appreciate your help in this matter. Best regards, Karen Brown",Student Inquiry
kevin.davis@student.university.edu,Lecture Time for 'Machine Learning' Course,"Hi Professor, I was checking the course catalog and noticed that the lecture time for 'Machine Learning' is listed as 10 AM. However, I have another class at the same time. Could you please confirm if the time has been changed? Thanks, Kevin Davis",Student Inquiry
laura.martin@student.university.edu,Lab Session for 'Data Structures' on Monday,"Dear Professor, I was wondering if the lab session for 'Data Structures' on Monday has been cancelled due to the holiday. Could you please let me know if we need to attend a makeup lab session? Best regards, Laura Martin",Student Inquiry
michael.lee@student.university.edu,Rescheduling of 'Artificial Intelligence' Lecture,"Hi Professor, I hope this email finds you well. I was wondering if the 'Artificial Intelligence' lecture scheduled for next week has been rescheduled due to the guest lecture. Could you please let me know the new time and date? Thanks, Michael Lee",Student Inquiry
natalie.taylor@student.university.edu,Clarification on 'Web Development' Lab Schedule,"Dear Professor, I am a bit confused about the lab schedule for 'Web Development'. Could you please clarify if the lab sessions are on Mondays or Wednesdays? I appreciate your help in this matter. Best regards, Natalie Taylor",Student Inquiry
